1	180.6	111.2
1	64.2	-60.7
1	157	-117.8
1	115.7	161.5
1	117.5	-79.2
1	146.5	314.7
1	80.2	117
1	226.6	28.5
1	201	63.2
1	244.3	249.1
1	120.9	93.2
1	196.8	202.2
1	117.2	-51
1	248.1	253.8
1	43.5	35.6
1	148.9	119.7
1	147.1	26.6
1	208.3	151.4
1	79.5	128.6
1	68.2	143.2
1	-7.5	204.5
1	59.8	203
1	114	440.6
1	152.6	258.1
1	55.2	153.5
1	117.8	147.9
1	166.6	70.6
1	261	198.3
1	118.4	79.4
1	114.8	257.4
1	75.7	14.7
1	186.9	9
1	180.9	5.7
1	-7.4	224.8
1	68.5	40.4
1	-2.6	65.8
1	97.6	65
1	43.6	186.4
1	174.9	220.5
1	126.4	84.8
1	56	-63
1	142.4	259.5
1	235.5	-94.3
1	136.3	-50.2
1	199.3	142.4
1	138.1	73.7
1	209.4	124.6
1	212.8	135.1
1	37.5	306.5
1	115.9	56.5
1	101.7	25.6
1	85.4	38.8
1	101	55.8
1	87.8	-31.8
1	171.9	27
1	110.1	-170.9
1	18	142.9
1	159.8	-2.2
1	20.9	101.3
1	264.2	131.9
1	44.8	130.5
1	104.3	167.2
1	-249.2	-132.5
1	37.1	293
1	58	38.7
1	133.3	195.3
1	24.3	111.5
1	74.2	222.9
1	6.3	251.5
1	16.2	28.4
1	108.9	294.3
1	-45.8	-86.6
1	119.4	93
1	139.7	-17.9
1	142.7	7.3
1	116.4	170
1	177.4	206.6
1	-52.8	179.9
1	-44.2	-18.7
1	186.6	18.8
1	194.9	171.7
1	-62.3	92.8
1	115.4	102.9
1	81.1	20
1	18.2	141.1
1	124.6	39.9
1	105.1	27.4
1	99.7	87.8
1	14.7	3.9
1	87.4	88.6
1	154.1	-7.1
1	90.4	154
1	-72.2	184.8
1	141.2	182.7
1	13.1	129.1
1	177	17.7
1	323.3	213.3
1	158.2	136.3
1	232	45.5
1	129.3	-123
1	27.8	101.6
1	150.2	328.9
1	127.7	198
1	71.4	-45.1
1	189.2	105.9
1	182.9	142.6
1	171.9	238.1
1	169.4	160.6
1	147.3	176.9
1	272.4	62.9
1	154.5	2.9
1	58.4	164.8
1	-103.3	-55
1	191.5	42.3
1	76	26.1
1	53.2	353.9
1	81.4	97.1
1	104.5	-40
1	11.1	-2
1	-72.2	156.9
1	430.2	262.7
1	188.2	171.7
1	56.5	26.5
1	26.8	-21
1	-49.3	81.1
1	-19	280.1
1	165.8	-29.6
1	18.9	185.8
1	151.4	102.1
1	92	12.1
1	22	16.1
1	139.7	-138.8
1	167.8	-1.8
1	271	85.2
1	0.8	-69
1	43.9	33.2
1	209.8	44.3
1	80.3	14.5
1	126	259.1
1	-47.5	-19.6
1	151.7	-60.4
1	202.6	152
1	52.6	43.7
1	60.5	211.1
1	88.4	43.4
1	101.9	107
1	145	221.9
1	17.2	320.9
1	76.1	0.1
1	162	109.2
1	166.4	125.6
1	65.5	145.2
1	90.7	146.7
1	209.4	21.4
1	146.2	173.5
1	-107.2	79.4
1	180.8	205.6
1	-113.8	-34.2
1	50.8	125.5
1	24.1	68.7
1	151.5	228.7
1	115.3	195.4
1	102.6	112.4
1	-3	160.8
1	229.6	266.8
1	103.9	75.5
1	109.6	61.2
1	95.3	171.2
1	14.7	74.2
1	129.7	84.9
1	284.9	155.5
1	112.6	218.6
1	36.4	-24.1
