1	-494	506.6
1	-505.3	486
1	-505	518.7
1	-489.7	504.3
1	-520.2	486.2
1	-485.8	494.4
1	-502	508.6
1	-496.3	493.7
1	-516.8	489.8
1	-503.8	506.8
1	-504.9	501.6
1	-497.6	495.6
1	-505.3	511.2
1	-486.3	494.5
1	-494.3	500.3
1	-501	498.7
1	-485.8	511.1
1	-493.8	493.7
1	-486.4	492.3
1	-495.2	494.1
1	-495.4	505.1
1	-489.9	496.6
1	-501.4	509
1	-515.8	497.7
1	-500.4	508.7
1	-487.4	504.1
1	-493.5	493.7
1	-503.7	489.1
1	-488.7	493
1	-519.7	506.7
1	-495.4	487.4
1	-484.3	508.5
1	-504.3	513
1	-501	496
1	-491.7	495.3
1	-495.9	500.5
1	-504.5	501.5
1	-493.5	507
1	-488.7	493.5
1	-504.1	491.2
1	-498.6	497.8
1	-502.9	489.3
1	-491.7	489.8
1	-498.1	521.7
1	-487.6	501.8
1	-492.7	491.8
1	-496.1	503.3
1	-481.3	493.2
1	-499.4	514
1	-501.4	509.5
1	-519.9	476.2
1	-489.4	486
1	-509.3	483.1
1	-497.5	512.4
1	-510.1	489.2
1	-502.4	520.5
1	-500.9	489.3
1	-491.9	508.8
1	-490.3	529.3
1	-488.9	482.6
1	-509	497
1	-499.8	498
1	-507.9	484.6
1	-511.7	525.2
1	-520.2	496
1	-494.2	491.5
1	-479.1	495.4
1	-500	521.8
1	-502.9	494
1	-507.4	501.6
1	-500.1	496.7
1	-508	514
1	-507	497.8
1	-498.7	510.2
1	-503.5	507
1	-498.7	510.5
1	-499.1	489.3
1	-489.1	504.7
1	-518.7	499.2
1	-500.7	501
1	-488.2	500.5
1	-483.9	501.5
1	-508.7	507.3
1	-489	488.4
1	-493.9	502.6
1	-508	499.1
1	-498.7	503.4
1	-500.7	503.9
1	-515.7	504.7
1	-503.9	499.6
1	-506.9	502.7
1	-485.5	490.6
1	-510.1	508
1	-489.7	507.4
1	-507.2	494.8
1	-500.6	489.2
1	-508.2	504.4
1	-506.4	512.8
1	-503.7	494.3
1	-511.5	511.2
1	-506.9	497.7
1	-493.8	493.2
1	-487.8	497.5
1	-484.3	487.5
1	-499.5	512.5
1	-500.1	509.3
1	-502.7	477.3
1	-493.8	506.8
1	-491.2	494.8
1	-491.5	509.7
1	-494.5	512.1
1	-498.5	486.8
1	-483.6	507
1	-503.7	507.2
1	-501.9	496
1	-499	496.9
1	-493	495.4
1	-496.9	509.6
1	-489.2	491.4
1	-514.1	502.9
1	-507.1	512
1	-509	491.7
1	-491.7	494.3
1	-511.4	500.4
1	-504.1	514
1	-527.4	496.5
1	-501.8	491.6
1	-507.5	502.1
1	-492.5	503.4
1	-495.2	503.8
1	-513.4	497.4
1	-491.2	497.3
1	-520.2	489.7
1	-506.9	494.9
1	-502.1	493.6
1	-487.6	495.6
1	-500.2	507.6
1	-495.6	512
1	-482.6	507.4
1	-503.6	490.9
1	-489.9	487.4
1	-508.9	490.3
1	-520.7	482.4
1	-510.3	518.7
1	-495.8	512
1	-503.7	502.5
1	-511.3	501.3
1	-481	502.1
1	-493.8	506.6
1	-496.6	497.3
1	-507.3	491.2
1	-506.1	489.5
1	-506.8	487.7
1	-505.4	495
1	-502.3	510.1
1	-513.9	479.5
1	-502.3	497.1
1	-500.9	511.1
1	-490.5	514
